,organism,Number of CRISPRs,Total Cas Prots,Total non V-U Prots,Genes present,System type,system subtype,multiple systems,cas1 missing,missing signature prot,missing RSAs,Taxonomic ID Genus,TaxonID,Taxonomic ID Kingdom,Taxonomic ID Phylum,Taxonomic ID Class,Taxonomic ID Order,Taxonomic ID Family,name
4355,NC_013209,0.0,2.0,0.0,c2c8|c2c9,TypeV-U,TypeVU-2|TypeVU-4,1.0,missing cas1,,no repeats,Acetobacter,434.0,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodospirillales,Acetobacteraceae,Acetobacter_pasteurianus
4356,NC_015155,0.0,0.0,0.0,,,,,,,no repeats,Mycoplasma,2093.0,Bacteria,Tenericutes,Mollicutes,Mycoplasmatales,Mycoplasmataceae,Candidatus_Mycoplasma
4357,NC_017433,0.0,0.0,0.0,,,,,,,no repeats,Chlamydia,810.0,Bacteria,Chlamydiae,Chlamydiia,Chlamydiales,Chlamydiaceae,Chlamydia_trachomatis
4358,NC_008314,0.0,0.0,0.0,,,,,,,no repeats,Ralstonia,48736.0,Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Burkholderiaceae,NC_014307
4359,NC_003080,0.0,0.0,0.0,,,,,,,no repeats,Corynebacterium,1716.0,Bacteria,Actinobacteria,Actinobacteria,Corynebacteriales,Corynebacteriaceae,Corynebacterium_aurimucosum
4360,NC_020532,0.0,0.0,0.0,,,,,,,no repeats,Staphylococcus,1279.0,Bacteria,Firmicutes,Bacilli,Bacillales,Staphylococcaceae,NC_002745
4361,NC_005139,0.0,0.0,0.0,,,,,,,no repeats,Vibrio,662.0,Bacteria,Proteobacteria,Gammaproteobacteria,Vibrionales,Vibrionaceae,Listonella_anguillarum
4362,NC_001857,0.0,0.0,0.0,,,,,,,no repeats,Borrelia,138.0,Bacteria,Spirochaetes,Spirochaetia,Spirochaetales,Borreliaceae,Borrelia_crocidurae
4363,NC_015223,0.0,0.0,0.0,,,,,,,no repeats,Nitrosomonas,914.0,Bacteria,Proteobacteria,Betaproteobacteria,Nitrosomonadales,Nitrosomonadaceae,NC_004757
4364,NC_018418,0.0,0.0,0.0,,,,,,,no repeats,Carsonella,,,,,,,
4365,NC_010169,0.0,0.0,0.0,,,,,,,no repeats,Brucella,234.0,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Brucellaceae,Brucella_ceti
4366,NC_011722,0.0,0.0,0.0,,,,,,,no repeats,Borrelia,138.0,Bacteria,Spirochaetes,Spirochaetia,Spirochaetales,Borreliaceae,Borrelia_crocidurae
4367,NC_009659,0.0,0.0,0.0,,,,,,,no repeats,Janthinobacterium,,,,,,,
4368,NC_020195,0.0,0.0,0.0,,,,,,,no repeats,Blattabacterium,,,,,,,
4369,NC_022228,0.0,0.0,0.0,,,,,,,no repeats,Staphylococcus,1279.0,Bacteria,Firmicutes,Bacilli,Bacillales,Staphylococcaceae,NC_002745
4370,NC_021890,0.0,0.0,0.0,,,,,,,no repeats,Chlamydia,810.0,Bacteria,Chlamydiae,Chlamydiia,Chlamydiales,Chlamydiaceae,Chlamydia_trachomatis
4371,NC_011658,0.0,1.0,0.0,c2c9,TypeV-U,TypeVU-4,1.0,missing cas1,,no repeats,Bacillus,1386.0,Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae,Bacillus_1NLA3E
4372,NC_009712,0.0,0.0,0.0,,,,,,,no repeats,Methanoregula,395331.0,Archaea,Euryarchaeota,Methanomicrobia,Methanomicrobiales,Methanoregulaceae,Methanoregula_formicicum
4373,NC_018634,0.0,0.0,0.0,,,,,,,no repeats,Chlamydophila,,,,,,,
4374,NC_020816,0.0,0.0,0.0,,,,,,,no repeats,Xanthomonas,338.0,Bacteria,Proteobacteria,Gammaproteobacteria,Xanthomonadales,Xanthomonadaceae,NC_003902
4375,NC_018485,0.0,0.0,0.0,,,,,,,no repeats,Methylocystis,,,,,,,
4376,NC_020385,0.0,2.0,0.0,c2c9,TypeV-U,TypeVU-4,1.0,missing cas1,,no repeats,Bacillus,1386.0,Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae,Bacillus_1NLA3E
4377,NC_015664,0.0,0.0,0.0,,,,,,,no repeats,Frankia,1854.0,Bacteria,Actinobacteria,Actinobacteria,Frankiales,Frankiaceae,Frankia_alni
4378,NC_013213,0.0,0.0,0.0,,,,,,,no repeats,Acetobacter,434.0,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodospirillales,Acetobacteraceae,Acetobacter_pasteurianus
4379,NC_021918,0.0,0.0,0.0,,,,,,,no repeats,Cycloclasticus,34067.0,Bacteria,Proteobacteria,Gammaproteobacteria,Thiotrichales,Piscirickettsiaceae,Cycloclasticus_zancles
4380,NC_018195,0.0,0.0,0.0,,,,,,,no repeats,Sinorhizobium,28105.0,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Rhizobiaceae,NC_017322
4381,NC_009725,0.0,0.0,0.0,,,,,,,no repeats,Bacillus,1386.0,Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae,Bacillus_1NLA3E
4382,NC_014723,0.0,0.0,0.0,,,,,,,no repeats,Burkholderia,32008.0,Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Burkholderiaceae,Burkholderia_383
4383,NC_011092,0.0,0.0,0.0,,,,,,,no repeats,Salmonella,590.0,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,NC_010067
4384,NC_014503,0.0,0.0,0.0,,,,,,,no repeats,Cyanothece,43988.0,Bacteria,Cyanobacteria,Oscillatoriophycideae,Oscillatoriales,Cyanothecaceae,Cyanothece_ATCC
4385,NC_022114,0.0,0.0,0.0,,,,,,,no repeats,Lactobacillus,1578.0,Bacteria,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Lactobacillus_acidophilus
4386,NC_017149,0.0,0.0,0.0,,,,,,,no repeats,Acetobacter,434.0,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodospirillales,Acetobacteraceae,Acetobacter_pasteurianus
4387,NC_007651,0.0,0.0,0.0,,,,,,,no repeats,Burkholderia,32008.0,Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Burkholderiaceae,Burkholderia_383
4388,NC_009346,0.0,0.0,0.0,,,,,,,no repeats,Shigella,620.0,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,NC_004741
4389,NC_017816,0.0,0.0,0.0,,,,,,,no repeats,Borrelia,138.0,Bacteria,Spirochaetes,Spirochaetia,Spirochaetales,Borreliaceae,Borrelia_crocidurae
4390,NC_017397,0.0,0.0,0.0,,,,,,,no repeats,Borrelia,138.0,Bacteria,Spirochaetes,Spirochaetia,Spirochaetales,Borreliaceae,Borrelia_crocidurae
4391,NC_010287,0.0,0.0,0.0,,,,,,,no repeats,Chlamydia,810.0,Bacteria,Chlamydiae,Chlamydiia,Chlamydiales,Chlamydiaceae,Chlamydia_trachomatis
4392,NC_005232,0.0,0.0,0.0,,,,,,,no repeats,Synechocystis,1142.0,Bacteria,Cyanobacteria,Cyanobacteria,Synechococcales,Merismopediaceae,NC_005230
4393,NC_021291,0.0,0.0,0.0,,,,,,,no repeats,Ectothiorhodospiraceae,,,,,,,
4394,NC_014007,0.0,0.0,0.0,,,,,,,no repeats,Sphingobium,165695.0,Bacteria,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,Sphingobium_SYK
4395,NC_003078,0.0,0.0,0.0,,,,,,,no repeats,Sinorhizobium,28105.0,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Rhizobiaceae,NC_017322
4396,NC_013925,0.0,0.0,0.0,,,,,,,no repeats,Natrialba,63742.0,Archaea,Euryarchaeota,Halobacteria,Natrialbales,Natrialbaceae,Natrialba_magadii
4397,NC_017377,0.0,0.0,0.0,,,,,,,no repeats,Helicobacter,209.0,Bacteria,Proteobacteria,Epsilonproteobacteria,Campylobacterales,Helicobacteraceae,Helicobacter_cetorum
4398,NC_015178,0.0,0.0,0.0,,,,,,,no repeats,Acidiphilium,522.0,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodospirillales,Acetobacteraceae,Acidiphilium_cryptum
4399,NC_011991,0.0,0.0,0.0,,,,,,,no repeats,Agrobacterium,357.0,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Rhizobiaceae,Agrobacterium_vitis
4400,NC_020984,0.0,0.0,0.0,,,,,,,no repeats,Chlamydia,810.0,Bacteria,Chlamydiae,Chlamydiia,Chlamydiales,Chlamydiaceae,Chlamydia_trachomatis
4401,NC_006397,0.0,0.0,0.0,,,,,,,no repeats,Haloarcula,2237.0,Archaea,Euryarchaeota,Halobacteria,Halobacteriales,Haloarculaceae,Haloarcula_hispanica
4402,NC_017183,0.0,0.0,0.0,,,,,,,no repeats,Zymomonas,541.0,Bacteria,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,NC_006526
4403,NC_020534,0.0,0.0,0.0,,,,,,,no repeats,Staphylococcus,1279.0,Bacteria,Firmicutes,Bacilli,Bacillales,Staphylococcaceae,NC_002745
4404,NC_015314,0.0,0.0,0.0,,,,,,,no repeats,Pseudonocardia,1847.0,Bacteria,Actinobacteria,Actinobacteria,Pseudonocardiales,Pseudonocardiaceae,NC_015312
4405,NC_019433,0.0,0.0,0.0,,,,,,,no repeats,Lactococcus,1357.0,Bacteria,Firmicutes,Bacilli,Lactobacillales,Streptococcaceae,Lactococcus_garvieae
4406,NC_019393,0.0,0.0,0.0,,,,,,,no repeats,Alteromonas,226.0,Bacteria,Proteobacteria,Gammaproteobacteria,Alteromonadales,Alteromonadaceae,Alteromonas_macleodii
4407,NC_008759,0.0,0.0,0.0,,,,,,,no repeats,Polaromonas,52972.0,Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Comamonadaceae,NC_007948
4408,NC_016840,0.0,0.0,0.0,,,,,,,no repeats,Klebsiella,570.0,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Klebsiella_oxytoca
4409,NC_014257,0.0,0.0,0.0,,,,,,,no repeats,Helicobacter,209.0,Bacteria,Proteobacteria,Epsilonproteobacteria,Campylobacterales,Helicobacteraceae,Helicobacter_cetorum
4410,NC_017925,0.0,0.0,0.0,,,,,,,no repeats,Blattabacterium,,,,,,,
4411,NC_017049,0.0,0.0,0.0,,,,,,,no repeats,Rickettsia,,,,,,,
4412,NT_187099,0.0,0.0,0.0,,,,,,,no repeats,,,,,,,,
4413,NC_011281,0.0,0.0,0.0,,,,,,,no repeats,Klebsiella,570.0,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Klebsiella_oxytoca
4414,NC_015716,0.0,0.0,0.0,,,,,,,no repeats,Zymomonas,541.0,Bacteria,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,NC_006526
4415,NC_007716,0.0,0.0,0.0,,,,,,,no repeats,Phytoplasma,,,,,,,
4416,NC_005707,0.0,0.0,0.0,,,,,,,no repeats,Bacillus,1386.0,Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae,Bacillus_1NLA3E
4417,NC_017162,0.0,0.0,0.0,,,,,,,no repeats,Acinetobacter,469.0,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Moraxellaceae,Acinetobacter_ADP1
4418,NC_021908,0.0,0.0,0.0,,,,,,,no repeats,Rhizobium,379.0,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Rhizobiaceae,NC_012850
4419,NC_020995,0.0,0.0,0.0,,,,,,,no repeats,Enterococcus,1350.0,Bacteria,Firmicutes,Bacilli,Lactobacillales,Enterococcaceae,Enterococcus_7L76
4420,NC_017159,0.0,0.0,0.0,,,,,,,no repeats,Yersinia,629.0,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Yersiniaceae,NC_003143
4421,NT_187149,0.0,0.0,0.0,,,,,,,no repeats,,,,,,,,
4422,NS_000192,0.0,0.0,0.0,,,,,,,no repeats,,,,,,,,
4423,NC_022530,0.0,0.0,0.0,,,,,,,no repeats,Bacillus,1386.0,Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae,Bacillus_1NLA3E
4424,NC_016642,0.0,0.0,0.0,,,,,,,no repeats,Pseudovibrio,,,,,,,
4425,NC_019392,0.0,0.0,0.0,,,,,,,no repeats,Chlamydia,810.0,Bacteria,Chlamydiae,Chlamydiia,Chlamydiales,Chlamydiaceae,Chlamydia_trachomatis
4426,NC_020558,0.0,0.0,0.0,,,,,,,no repeats,Listeria,1637.0,Bacteria,Firmicutes,Bacilli,Bacillales,Listeriaceae,Listeria_innocua
4427,NC_008341,0.0,0.0,0.0,,,,,,,no repeats,Nitrosomonas,914.0,Bacteria,Proteobacteria,Betaproteobacteria,Nitrosomonadales,Nitrosomonadaceae,NC_004757
4428,NC_014330,0.0,0.0,0.0,,,,,,,no repeats,Brachyspira,29521.0,Bacteria,Spirochaetes,Spirochaetia,Brachyspirales,Brachyspiraceae,Brachyspira_hyodysenteriae
4429,NC_020983,0.0,0.0,0.0,,,,,,,no repeats,Chlamydia,810.0,Bacteria,Chlamydiae,Chlamydiia,Chlamydiales,Chlamydiaceae,Chlamydia_trachomatis
4430,NC_016618,0.0,0.0,0.0,,,,,,,no repeats,Azospirillum,191.0,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodospirillales,Rhodospirillaceae,Azospirillum_B510
4431,NC_014297,0.0,0.0,0.0,,,,,,,no repeats,Halalkalicoccus,,,,,,,
4432,NC_017055,0.0,0.0,0.0,,,,,,,no repeats,Rickettsia,,,,,,,
4433,NC_017909,0.0,0.0,0.0,,,,,,,no repeats,Francisella,262.0,Bacteria,Proteobacteria,Gammaproteobacteria,Thiotrichales,Francisellaceae,Francisella_cf
4434,NC_013214,0.0,0.0,0.0,,,,,,,no repeats,Acetobacter,434.0,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodospirillales,Acetobacteraceae,Acetobacter_pasteurianus
4435,NC_011261,0.0,0.0,0.0,,,,,,,no repeats,Borrelia,138.0,Bacteria,Spirochaetes,Spirochaetia,Spirochaetales,Borreliaceae,Borrelia_crocidurae
4436,NC_017193,0.0,0.0,0.0,,,,,,,no repeats,Arcobacter,28196.0,Bacteria,Proteobacteria,Epsilonproteobacteria,Campylobacterales,Campylobacteraceae,Arcobacter_L
4437,NC_015378,0.0,0.0,0.0,,,,,,,no repeats,Burkholderia,32008.0,Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Burkholderiaceae,Burkholderia_383
4438,NC_014754,0.0,0.0,0.0,,,,,,,no repeats,Sulfuricurvum,,,,,,,
4439,NC_012984,0.0,0.0,0.0,,,,,,,no repeats,Lactobacillus,1578.0,Bacteria,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Lactobacillus_acidophilus
4440,NC_016862,0.0,0.0,0.0,,,,,,,no repeats,Salmonella,590.0,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,NC_010067
4441,NC_010542,0.0,0.0,0.0,,,,,,,no repeats,Cyanothece,43988.0,Bacteria,Cyanobacteria,Oscillatoriophycideae,Oscillatoriales,Cyanothecaceae,Cyanothece_ATCC
4442,NC_009713,0.0,0.0,0.0,,,,,,,no repeats,Campylobacter,194.0,Bacteria,Proteobacteria,Epsilonproteobacteria,Campylobacterales,Campylobacteraceae,Campylobacter_03
4443,NC_019563,0.0,1.0,0.0,c2c9,TypeV-U,TypeVU-4,1.0,missing cas1,,no repeats,Helicobacter,209.0,Bacteria,Proteobacteria,Epsilonproteobacteria,Campylobacterales,Helicobacteraceae,Helicobacter_cetorum
4444,NC_021916,0.0,0.0,0.0,,,,,,,no repeats,Sulcia,336809.0,Bacteria,Bacteroidetes,Flavobacteriia,Bacteroidetes/Chlorobi group,Bacteroidetes,Candidatus_Sulcia
4445,NC_017796,0.0,0.0,0.0,,,,,,,no repeats,Borrelia,138.0,Bacteria,Spirochaetes,Spirochaetia,Spirochaetales,Borreliaceae,Borrelia_crocidurae
4446,NC_011733,0.0,0.0,0.0,,,,,,,no repeats,Cyanothece,43988.0,Bacteria,Cyanobacteria,Oscillatoriophycideae,Oscillatoriales,Cyanothecaceae,Cyanothece_ATCC
4447,NC_017327,0.0,0.0,0.0,,,,,,,no repeats,Sinorhizobium,28105.0,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Rhizobiaceae,NC_017322
4448,NC_004703,0.0,0.0,0.0,,,,,,,no repeats,Bacteroides,816.0,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Bacteroidaceae,Bacteroides_CF50
4449,NC_013770,0.0,0.0,0.0,,,,,,,no repeats,Sulfolobus,2284.0,Archaea,Crenarchaeota,Thermoprotei,Sulfolobales,Sulfolobaceae,NC_002754
4450,NC_017114,0.0,0.0,0.0,,,,,,,no repeats,Acetobacter,434.0,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodospirillales,Acetobacteraceae,Acetobacter_pasteurianus
4451,NC_020239,0.0,0.0,0.0,,,,,,,no repeats,Bacillus,1386.0,Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae,Bacillus_1NLA3E
4452,NC_012797,0.0,0.0,0.0,,,,,,,no repeats,Desulfovibrio,872.0,Bacteria,Proteobacteria,Deltaproteobacteria,Desulfovibrionales,Desulfovibrionaceae,Desulfovibrio_alaskensis
4453,NT_187113,0.0,0.0,0.0,,,,,,,no repeats,,,,,,,,
4454,NC_017813,0.0,0.0,0.0,,,,,,,no repeats,Borrelia,138.0,Bacteria,Spirochaetes,Spirochaetia,Spirochaetales,Borreliaceae,Borrelia_crocidurae
4455,NC_012489,0.0,0.0,0.0,,,,,,,no repeats,Gemmatimonas,,,,,,,
4456,NC_019904,0.0,0.0,0.0,,,,,,,no repeats,Echinicola,,,,,,,
4457,NC_018073,0.0,1.0,1.0,csm6,,,0.0,missing cas1,missing signature protein,no repeats,Streptococcus,1301.0,Bacteria,Firmicutes,Bacilli,Lactobacillales,Streptococcaceae,NC_002737
4458,NC_016911,0.0,0.0,0.0,,,,,,,no repeats,Rickettsia,,,,,,,
4459,NC_000953,0.0,0.0,0.0,,,,,,,no repeats,Borrelia,138.0,Bacteria,Spirochaetes,Spirochaetia,Spirochaetales,Borreliaceae,Borrelia_crocidurae
4460,NC_017421,0.0,0.0,0.0,,,,,,,no repeats,Borrelia,138.0,Bacteria,Spirochaetes,Spirochaetia,Spirochaetales,Borreliaceae,Borrelia_crocidurae
4461,NC_014448,0.0,0.0,0.0,,,,,,,no repeats,Mycoplasma,2093.0,Bacteria,Tenericutes,Mollicutes,Mycoplasmatales,Mycoplasmataceae,Candidatus_Mycoplasma
4462,NC_016835,0.0,0.0,0.0,,,,,,,no repeats,Rahnella,34037.0,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Yersiniaceae,NC_015061
4463,NC_016034,0.0,0.0,0.0,,,,,,,no repeats,Lactobacillus,1578.0,Bacteria,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Lactobacillus_acidophilus
4464,NC_014634,0.0,0.0,0.0,,,,,,,no repeats,Ilyobacter,167639.0,Bacteria,Fusobacteria,Fusobacteriia,Fusobacteriales,Fusobacteriaceae,Ilyobacter_polytropus
4465,NC_003361,0.0,0.0,0.0,,,,,,,no repeats,Chlamydophila,,,,,,,
4466,NC_017329,0.0,0.0,0.0,,,,,,,no repeats,Shigella,620.0,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,NC_004741
4467,NC_012854,0.0,0.0,0.0,,,,,,,no repeats,Rhizobium,379.0,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Rhizobiaceae,NC_012850
4468,NC_021897,0.0,0.0,0.0,,,,,,,no repeats,Chlamydia,810.0,Bacteria,Chlamydiae,Chlamydiia,Chlamydiales,Chlamydiaceae,Chlamydia_trachomatis
4469,NC_002608,0.0,0.0,0.0,,,,,,,no repeats,Halobacterium,2239.0,Archaea,Euryarchaeota,Halobacteria,Halobacteriales,Halobacteriaceae,Halobacterium_salinarum
4470,NC_022106,0.0,0.0,0.0,,,,,,,no repeats,Chlamydia,810.0,Bacteria,Chlamydiae,Chlamydiia,Chlamydiales,Chlamydiaceae,Chlamydia_trachomatis
4471,NC_011264,0.0,0.0,0.0,,,,,,,no repeats,Borrelia,138.0,Bacteria,Spirochaetes,Spirochaetia,Spirochaetales,Borreliaceae,Borrelia_crocidurae
4472,NC_018622,0.0,0.0,0.0,,,,,,,no repeats,Chlamydia,810.0,Bacteria,Chlamydiae,Chlamydiia,Chlamydiales,Chlamydiaceae,Chlamydia_trachomatis
4473,NC_020422,0.0,0.0,0.0,,,,,,,no repeats,uncultured,,,,,,,
4474,NC_020508,0.0,0.0,0.0,,,,,,,no repeats,Helicobacter,209.0,Bacteria,Proteobacteria,Epsilonproteobacteria,Campylobacterales,Helicobacteraceae,Helicobacter_cetorum
4475,NC_020301,0.0,0.0,0.0,,,,,,,no repeats,Bartonella,773.0,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Bartonellaceae,Bartonella_clarridgeiae
4476,NC_018605,0.0,0.0,0.0,,,,,,,no repeats,Cardinium,,,,,,,
4477,NC_018421,0.0,0.0,0.0,,,,,,,no repeats,Phaeobacter,,,,,,,
4478,NC_007950,0.0,2.0,0.0,c2c8|c2c9,TypeV-U,TypeVU-2|TypeVU-4,1.0,missing cas1,,no repeats,Polaromonas,52972.0,Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Comamonadaceae,NC_007948
4479,NC_015597,0.0,0.0,0.0,,,,,,,no repeats,Sinorhizobium,28105.0,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Rhizobiaceae,NC_017322
4480,NC_021816,0.0,0.0,0.0,,,,,,,no repeats,Salmonella,590.0,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,NC_010067
4481,NC_019750,0.0,0.0,0.0,,,,,,,no repeats,Stanieria,102115.0,Bacteria,Cyanobacteria,Pleurocapsales,Dermocarpellaceae,Stanieria,NC_019748
4482,NC_023148,0.0,0.0,0.0,,,,,,,no repeats,Phaeobacter,,,,,,,
4483,NC_012028,0.0,0.0,0.0,,,,,,,no repeats,Halorubrum,56688.0,Archaea,Euryarchaeota,Halobacteria,Haloferacales,Halorubraceae,Halorubrum_lacusprofundi
4484,NC_009426,0.0,0.0,0.0,,,,,,,no repeats,Novosphingobium,,,,,,,
4485,NC_011739,0.0,0.0,0.0,,,,,,,no repeats,Escherichia,561.0,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Escherichia_blattae
4486,NC_022046,0.0,0.0,0.0,,,,,,,no repeats,Vibrio,662.0,Bacteria,Proteobacteria,Gammaproteobacteria,Vibrionales,Vibrionaceae,Listonella_anguillarum
4487,NC_009230,0.0,0.0,0.0,,,,,,,no repeats,Burkholderia,32008.0,Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Burkholderiaceae,Burkholderia_383
4488,NC_019566,0.0,0.0,0.0,,,,,,,no repeats,Thalassobaculum,,,,,,,
4489,NC_017443,0.0,0.0,0.0,,,,,,,no repeats,Erwinia,551.0,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Erwiniaceae,Erwinia_amylovora
4490,NC_018021,0.0,0.0,0.0,,,,,,,no repeats,Turneriella,338321.0,Bacteria,Spirochaetes,Spirochaetia,Leptospirales,Leptospiraceae,NC_018020
4491,NC_007766,0.0,0.0,0.0,,,,,,,no repeats,Rhizobium,379.0,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Rhizobiaceae,NC_012850
4492,NC_011079,0.0,0.0,0.0,,,,,,,no repeats,Salmonella,590.0,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,NC_010067
4493,NC_006576,0.0,0.0,0.0,,,,,,,no repeats,Synechococcus,1129.0,Bacteria,Cyanobacteria,Cyanobacteria,Synechococcales,Synechococcaceae,NC_007513
4494,NC_020273,0.0,0.0,0.0,,,,,,,no repeats,Bacillus,1386.0,Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae,Bacillus_1NLA3E
4495,NC_017269,0.0,0.0,0.0,,,,,,,no repeats,Vibrio,662.0,Bacteria,Proteobacteria,Gammaproteobacteria,Vibrionales,Vibrionaceae,Listonella_anguillarum
4496,NC_017402,0.0,0.0,0.0,,,,,,,no repeats,Borrelia,138.0,Bacteria,Spirochaetes,Spirochaetia,Spirochaetales,Borreliaceae,Borrelia_crocidurae
4497,NC_004670,0.0,0.0,0.0,,,,,,,no repeats,Enterococcus,1350.0,Bacteria,Firmicutes,Bacilli,Lactobacillales,Enterococcaceae,Enterococcus_7L76
4498,NC_014762,0.0,0.0,0.0,,,,,,,no repeats,Sulfuricurvum,,,,,,,
4499,NC_016848,0.0,0.0,0.0,,,,,,,no repeats,Treponema,157.0,Bacteria,Spirochaetes,Spirochaetia,Spirochaetales,Spirochaetaceae,NC_002967
4500,NC_015917,0.0,0.0,0.0,,,,,,,no repeats,Borrelia,138.0,Bacteria,Spirochaetes,Spirochaetia,Spirochaetales,Borreliaceae,Borrelia_crocidurae
4501,NC_017809,0.0,0.0,0.0,,,,,,,no repeats,Borrelia,138.0,Bacteria,Spirochaetes,Spirochaetia,Spirochaetales,Borreliaceae,Borrelia_crocidurae
4502,NC_021280,0.0,0.0,0.0,,,,,,,no repeats,Spiroplasma,2132.0,Bacteria,Tenericutes,Mollicutes,Entomoplasmatales,Spiroplasmataceae,NC_021833
4503,NC_011350,0.0,0.0,0.0,,,,,,,no repeats,Escherichia,561.0,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Escherichia_blattae
4504,NC_010403,0.0,0.0,0.0,,,,,,,no repeats,Acinetobacter,469.0,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Moraxellaceae,Acinetobacter_ADP1
4505,NC_017195,0.0,0.0,0.0,,,,,,,no repeats,Bacillus,1386.0,Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae,Bacillus_1NLA3E
4506,NC_015376,0.0,0.0,0.0,,,,,,,no repeats,Burkholderia,32008.0,Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Burkholderiaceae,Burkholderia_383
4507,NC_022901,0.0,0.0,0.0,,,,,,,no repeats,Zymomonas,541.0,Bacteria,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,NC_006526
4508,NC_013283,0.0,0.0,0.0,,,,,,,no repeats,Cronobacter,413496.0,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Cronobacter_sakazakii
4509,NC_018643,0.0,0.0,0.0,,,,,,,no repeats,alpha,,,,,,,
4510,NC_017476,0.0,0.0,0.0,,,,,,,no repeats,Lactobacillus,1578.0,Bacteria,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Lactobacillus_acidophilus
4511,NC_017235,0.0,0.0,0.0,,,,,,,no repeats,Borrelia,138.0,Bacteria,Spirochaetes,Spirochaetia,Spirochaetales,Borreliaceae,Borrelia_crocidurae
4512,NC_009083,0.0,0.0,0.0,,,,,,,no repeats,Acinetobacter,469.0,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Moraxellaceae,Acinetobacter_ADP1
4513,NC_016029,0.0,0.0,0.0,,,,,,,no repeats,Gluconacetobacter,89583.0,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodospirillales,Acetobacteraceae,Gluconacetobacter_diazotrophicus
